10	24
15	58
16	22
16	24
17	28
19	25
1	22
20	25
20	22
22	28
22	25
25	29
26	30
26	31
26	25
27	26
28	25
29	28
29	30
30	29
30	29
30	25
31	35
31	29
32	26
32	26
32	30
33	35
34	25
34	22
35	26
35	34
36	28
37	25
37	29
38	35
39	27
39	36
3	27
40	35
40	27
41	30
42	22
42	25
43	25
44	30
45	51
45	41
46	29
47	34
49	30
49	35
49	37
4	22
50	52
50	22
51	29
52	51
53	27
54	51
54	35
55	36
55	54
56	57
56	41
56	29
57	30
58	36
58	36
58	51
59	51
59	35
60	53
60	57
62	35
62	55
64	58
64	47
64	53
65	50
65	34
66	25
66	41
67	21
67	35
68	43
68	51
69	31
6	22
70	35
71	65
72	24
73	51
75	53
75	64
76	56
77	56
81	61
86	57
8	22
