10	26
15	62
16	29
16	26
17	33
19	29
1	25
20	26
20	25
22	31
22	31
25	34
26	35
26	40
26	28
27	31
28	27
29	32
29	35
30	37
30	33
30	32
31	43
31	42
32	32
32	31
32	40
33	42
34	32
34	25
35	32
35	42
36	36
37	35
37	32
38	41
39	32
39	43
3	30
40	42
40	33
41	39
42	25
42	32
43	32
44	40
45	53
45	56
46	32
47	42
49	35
49	47
49	46
4	25
50	51
50	31
51	42
52	54
53	34
54	56
54	43
55	46
55	62
56	63
56	47
56	43
57	36
58	44
58	43
58	62
59	56
59	46
60	62
60	58
62	47
62	56
64	63
64	47
64	59
65	57
65	45
66	32
66	52
67	30
67	41
68	53
68	55
69	43
6	25
70	46
71	62
72	26
73	63
75	56
75	62
76	59
77	63
81	61
86	60
8	25
