10	26
15	60
16	27
16	26
17	33
19	27
1	25
20	27
20	26
22	32
22	32
25	34
26	33
26	36
26	27
27	31
28	27
29	31
29	34
30	35
30	33
30	32
31	47
31	45
32	32
32	31
32	35
33	38
34	33
34	26
35	32
35	44
36	33
37	38
37	33
38	38
39	33
39	47
3	27
40	45
40	33
41	35
42	24
42	31
43	31
44	35
45	58
45	54
46	33
47	43
49	35
49	49
49	49
4	26
50	57
50	32
51	43
52	49
53	37
54	57
54	47
55	48
55	61
56	60
56	49
56	46
57	33
58	47
58	47
58	60
59	56
59	49
60	60
60	60
62	49
62	54
64	60
64	49
64	62
65	59
65	47
66	31
66	49
67	27
67	37
68	49
68	54
69	46
6	26
70	49
71	58
72	26
73	60
75	56
75	58
76	63
77	60
81	66
86	61
8	24
