10	31
15	38
16	31
16	26
17	29
19	27
1	31
20	30
20	27
22	31
22	28
25	27
26	31
26	31
26	28
27	31
28	27
29	29
29	26
30	30
30	26
30	31
31	32
31	30
32	31
32	30
32	31
33	31
34	30
34	26
35	31
35	28
36	31
37	29
37	31
38	28
39	27
39	31
3	29
40	26
40	31
41	28
42	32
42	34
43	31
44	30
45	38
45	29
46	26
47	31
49	31
49	29
49	31
4	26
50	40
50	31
51	38
52	42
53	30
54	38
54	32
55	31
55	37
56	42
56	34
56	40
57	28
58	31
58	32
58	42
59	42
59	41
60	42
60	41
62	32
62	38
64	37
64	34
64	42
65	41
65	41
66	30
66	41
67	27
67	34
68	37
68	34
69	34
6	32
70	37
71	40
72	30
73	40
75	35
75	38
76	37
77	38
81	38
8	28
