10	27
15	59
16	27
16	27
17	34
19	27
1	28
20	27
20	28
22	30
22	30
25	35
26	35
26	37
26	27
27	31
28	27
29	31
29	35
30	31
30	35
30	32
31	43
31	45
32	32
32	31
32	37
33	39
34	33
34	28
35	33
35	44
36	32
37	37
37	33
38	37
39	33
39	43
3	27
40	44
40	34
41	37
42	29
42	31
43	31
44	37
45	57
45	57
46	33
47	44
49	37
49	49
49	48
4	27
50	56
50	31
51	44
52	52
53	37
54	56
54	43
55	47
55	56
56	59
56	48
56	43
57	33
58	43
58	43
58	59
59	58
59	47
60	57
60	59
62	49
62	53
64	57
64	49
64	55
65	55
65	43
66	31
66	50
67	28
67	37
68	50
68	54
69	43
6	28
70	48
71	52
72	27
73	59
75	56
75	52
76	49
77	59
81	50
86	59
8	29
