10	26
15	56
16	25
16	26
17	32
19	27
1	25
20	27
20	26
22	31
22	27
25	32
26	34
26	37
26	27
27	31
28	27
29	30
29	35
30	35
30	32
30	31
31	39
31	35
32	32
32	31
32	33
33	42
34	31
34	25
35	32
35	39
36	32
37	32
37	32
38	39
39	32
39	42
3	30
40	41
40	32
41	36
42	26
42	31
43	31
44	34
45	61
45	46
46	32
47	39
49	35
49	44
49	44
4	25
50	58
50	25
51	35
52	47
53	32
54	47
54	41
55	42
55	56
56	56
56	46
56	35
57	35
58	42
58	42
58	62
59	46
59	41
60	57
60	55
62	42
62	61
64	56
64	46
64	55
65	49
65	43
66	32
66	46
67	26
67	41
68	46
68	63
69	36
6	27
70	42
71	54
72	25
73	60
75	55
75	55
76	56
77	56
81	51
86	60
8	26
