10	30
15	40
16	28
16	27
17	30
19	26
1	30
20	30
20	26
22	30
22	27
25	27
26	30
26	32
26	26
27	30
28	30
29	30
29	30
30	30
30	30
30	30
31	29
31	30
32	31
32	30
32	30
33	30
34	30
34	26
35	31
35	30
36	30
37	30
37	31
38	30
39	28
39	31
3	32
40	30
40	30
41	30
42	30
42	30
43	30
44	30
45	36
45	30
46	30
47	30
49	31
49	30
49	32
4	23
50	41
50	30
51	40
52	41
53	32
54	34
54	32
55	30
55	32
56	51
56	32
56	40
57	30
58	31
58	32
58	42
59	42
59	41
60	42
60	41
62	32
62	50
64	40
64	32
64	42
65	42
65	42
66	30
66	41
67	26
67	30
68	32
68	34
69	32
6	30
70	32
71	42
72	31
73	49
75	33
75	51
76	47
77	38
81	50
86	43
8	30
