10	31
15	40
16	29
16	27
17	29
19	26
1	31
20	31
20	27
22	30
22	28
25	28
26	30
26	34
26	27
27	29
28	29
29	29
29	29
30	30
30	29
30	29
31	25
31	29
32	31
32	30
32	31
33	31
34	30
34	26
35	31
35	31
36	30
37	31
37	33
38	29
39	28
39	31
3	33
40	30
40	31
41	30
42	31
42	27
43	30
44	31
45	38
45	31
46	29
47	29
49	31
49	30
49	34
4	21
50	42
50	29
51	42
52	42
53	34
54	38
54	34
55	30
55	36
56	50
56	29
56	39
57	29
58	31
58	32
58	41
59	42
59	42
60	41
60	42
62	33
62	49
64	39
64	33
64	41
65	41
65	41
66	31
66	42
67	26
67	26
68	28
68	38
69	28
6	29
70	36
71	41
72	30
73	51
75	38
75	50
76	49
77	38
81	49
86	43
8	29
