10	25
15	57
16	22
16	25
17	29
19	26
1	22
20	26
20	22
22	26
22	26
25	29
26	29
26	32
26	26
27	25
28	26
29	26
29	29
30	29
30	29
30	25
31	33
31	29
32	26
32	26
32	29
33	33
34	25
34	23
35	27
35	33
36	29
37	26
37	29
38	33
39	28
39	34
3	26
40	33
40	27
41	30
42	22
42	26
43	26
44	29
45	54
45	42
46	29
47	33
49	29
49	37
49	37
4	22
50	55
50	22
51	29
52	51
53	28
54	51
54	33
55	35
55	55
56	57
56	42
56	29
57	29
58	34
58	34
58	54
59	50
59	33
60	56
60	57
62	37
62	57
64	57
64	48
64	52
65	52
65	37
66	26
66	41
67	22
67	33
68	44
68	55
69	31
6	23
70	37
71	58
72	24
73	54
75	52
75	58
76	53
77	56
81	56
86	57
8	22
