10	25
15	52
16	22
16	25
17	29
19	26
1	21
20	26
20	21
22	26
22	26
25	29
26	29
26	32
26	26
27	26
28	26
29	26
29	30
30	30
30	29
30	26
31	34
31	30
32	27
32	26
32	29
33	34
34	26
34	23
35	27
35	34
36	28
37	27
37	29
38	34
39	28
39	34
3	26
40	34
40	28
41	31
42	21
42	26
43	26
44	29
45	52
45	40
46	29
47	34
49	30
49	39
49	40
4	22
50	52
50	22
51	30
52	45
53	28
54	44
54	34
55	35
55	54
56	53
56	40
56	30
57	30
58	35
58	34
58	52
59	43
59	34
60	51
60	51
62	38
62	58
64	52
64	42
64	54
65	48
65	39
66	26
66	40
67	22
67	34
68	41
68	53
69	32
6	22
70	38
71	65
72	24
73	52
75	54
75	65
76	59
77	53
81	63
86	59
8	21
