10	27
15	64
16	28
16	27
17	36
19	28
1	23
20	28
20	26
22	31
22	30
25	33
26	46
26	33
26	28
27	30
28	28
29	33
29	44
30	29
30	35
30	29
31	47
31	35
32	30
32	29
32	31
33	39
34	34
34	26
35	31
35	38
36	30
37	35
37	34
38	46
39	34
39	48
3	28
40	48
40	37
41	33
42	23
42	32
43	33
44	34
45	54
45	50
46	32
47	38
49	35
49	56
49	55
4	26
50	49
50	29
51	40
52	48
53	39
54	63
54	47
55	44
55	58
56	62
56	54
56	53
57	35
58	45
58	47
58	64
59	61
59	45
60	56
60	56
62	60
62	51
64	56
64	61
64	63
65	67
65	49
66	33
66	52
67	30
67	41
68	52
68	51
69	53
6	25
70	54
71	66
72	28
73	62
75	63
75	66
76	60
77	61
81	66
86	61
8	23
